Artista,Género musical,Tipo,Nombre,Año de lanzamiento,ID_Spotify,ID_Album,Nombre_Album,Año_Lanzamiento_Album,Artista_Principal_Album,Biografia_Resumen,Playcount_LastFM,Listeners_LastFM
Sufjan Stevens,indie (Origen: indie),Canción,Futile Devices,2010,4Zts9erRexAxILn5XjSwUN,4kRMCapj9nEyBWnM0kc9OX,The Age of Adz,2010,Sufjan Stevens,"Sufjan Stevens (Born July 1, 1975) is an American musician, songwriter, and multi-instrumentalist from Petoskey, Michigan. He is known for his lyrically focused and instrumentally rich songs that often relate to faith and family. He has enjoyed wide critical success in the United States. He is considered part of the folk revival through indie pop, but his influences are very broad, including experimental electronic music, the jazz of Vince Guaraldi, and the academic minimalism of Steve Reich and Philip Glass.  <a href=""https://www.last.fm/music/Sufjan+Stevens"">Read more on Last.fm</a>",287702201,3762961
Brandon Flowers,indie (Origen: indie),Canción,Only The Young,2010,4pOnY9Cbr16N3w0yDkUae8,7zKxFkMyehmw9u3MhLpMPK,Flamingo,2010,Brandon Flowers,"Brandon Richard Flowers (born June 21, 1981 in Henderson, Nevada, United States) is the vocalist and keyboardist in the American indie rock band The Killers. His older brother Shane, got him into music like The Smiths and Morrissey, The Beatles, The Cure and Queen. Brandon has played with U2, New Order, Pet Shop Boys, Bruce Springsteen and other bands of which he is a fan. 

While listening to the radio in his car after his very first college class, Flowers heard the song ""Changes"" by David Bowie. <a href=""https://www.last.fm/music/Brandon+Flowers"">Read more on Last.fm</a>",16386163,617368
Love of Lesbian,indie (Origen: indie),Canción,Lucha De Gigantes,2010,1ozbWlTQASs311dSO5R6vp,3qcDcfZbiPkWFXwobesAvy,Lucha De Gigantes,2010,Love of Lesbian,"Love of Lesbian is a Spanish indie pop/indie rock band. 
In the beginning they were influenced by The Cure (they toured with them in Spain), Radiohead and R.E.M. Today they have the personal Love of Lesbian sound and style. There is always a ""sold out"" at all their concerts. Each one is a mix of party-concert-celebration-catharsis.
Santi Balmes, the writer, main composer, and charismatic leader brings to each album excellent lyrics of high composition, from a delicious sense of humour to deep emotional tales. <a href=""https://www.last.fm/music/Love+of+Lesbian"">Read more on Last.fm</a>",11265021,174383
Arcade Fire,indie (Origen: indie),Canción,Ready to Start,2010,33X9miK4Xz7pNeVrc9RITG,0gkUcpkyW2SXN49Yktkf6F,The Suburbs (Deluxe),2010,Arcade Fire,"Arcade Fire is a Canadian indie rock band formed in Montreal, Quebec, Canada in 2001. The band consists of Win Butler (vocals, guitar, piano), Régine Chassagne (vocals, accordion, keyboards, hurdy gurdy, drums), Richard Reed Parry (bass, guitar), Tim Kingsbury (bass), and Jeremy Gara (drums). Montreal percussionist Dane Mills performed on the EP and in early live shows.  Will Butler (keyboards, guitar) left the band in 2022 to focus on his solo career. The touring band includes horn players and violinists. <a href=""https://www.last.fm/music/Arcade+Fire"">Read more on Last.fm</a>",222504374,3062715
Antílopez,indie (Origen: indie),Canción,A Mí Se Me Conquista,2010,2XeSc6HplUMIKgKOtRouUe,4dpcJfZ1BRLeHhV7nIGnnp,Ser Músico + Maquetas,2010,Antílopez,"Antílopez es un dúo de artistas onubenses con un nuevo concepto de canción de autor. Son compositores e intérpretes de sus creaciones y espectáculos, cuya escena es representativa por un toque de post-humorismo. Algunos medios lo han denominado como ""un gen Globetrotter en su música"". Un aire desenfadado dentro de lo virtuoso, cercano y sencillo dentro de lo poético, al que aplican con comicidad una extensión de lo que son abajo del escenario: divagaciones <a href=""https://www.last.fm/music/+noredirect/Ant%C3%ADlopez"">Read more on Last.fm</a>",211680,10237
Supersubmarina,indie (Origen: indie),Canción,Elastica Galactica,2010,5HBab5WIBKbth2WWWZzw2z,3LYJiRx2vxocmtxikxcnKN,Electroviral,2010,Supersubmarina,"Supersubmarina is a Spanish indie pop-rock band from Baeza (Jaen). <a href=""https://www.last.fm/music/Supersubmarina"">Read more on Last.fm</a>",3002776,70892
Varry Brava,indie (Origen: indie),Canción,No Gires,2010,0p7ZuCBUYIDG8uDVOTHXvq,0kGIovQDoVKJmHxV88lEzb,No Gires,2010,Varry Brava,"Varry Brava is a Spanish indie pop band created in Murcia in 2009. It is formed by Óscar Ferrer (vocals), Aarön Sáez (keyboards) and Vicente Illescas (guitar).

The group's name comes from joining Barry White's name with the song ""Brava"", by Italian singer Mina Mazzini.

In 2009 their self-produced demo Ídolo was released. Composed of ten songs, in which they show a clear influence of the Spanish pop of the 1980s, such as Nacha Pop and Radio Futura, spiced with disco music and reminiscences of new romantic. <a href=""https://www.last.fm/music/Varry+Brava"">Read more on Last.fm</a>",594695,28248
Niños Mutantes,indie (Origen: indie),Canción,Errante (Canción Mutante),2010,5Bi5BqXkwQMLBRNTn6lRpR,78VtJWwL7YOxFZ0mMoVwGp,Las Noches de Insomnio,2010,Niños Mutantes,"Spanish Indie Pop band from Granada (Spain)formed in 1994 with 3 members (Nani Castañeda on drums, Migue Haro on bass and J.A. Martínez on lyrics and guitar). Nani and Migue were members of the band Mama Baker.
The name comes from an art exhibition in Berlin with rare pics of Mutant Children.
Their influences are The Beatles, Los Brincos, David Bowie, P.j. Harvey, dEUS, Suede, Surfin Bichos, Pixies ...
A band with their own personality and original ideas, deep lyrics and powerful guitars and drums. 
 <a href=""https://www.last.fm/music/+noredirect/Ni%C3%B1os+Mutantes"">Read more on Last.fm</a>",1138838,44244
Patrick Watson,indie (Origen: indie),Canción,Sit Down Beside Me,2010,5tXoYnudQeaCQjWmFjP5f5,5f8noWgdNXqCoU0Akt9u5E,Sit Down Beside Me,2010,Patrick Watson,"Patrick Watson (born 1979 in Montreal, Quebec, Canada) is a Canadian singer-songwriter, whose blend of cabaret pop and classical music influences with indie rock has been compared to Rufus Wainwright, Jeff Buckley and Andrew Bird.

Singing in the local church choirs as a boy, studying jazz and classical piano performance, composition, and arrangement, and singing and playing keyboards in the ska band Gangster Politics in high school. Watson left the band after graduating and began to explore other types of music <a href=""https://www.last.fm/music/Patrick+Watson"">Read more on Last.fm</a>",35103601,1630112
Lori Meyers,indie (Origen: indie),Canción,¿A-ha Han Vuelto?,2010,1adOxjns5k5HgR9XvgPpXJ,1Wi1sETJXV9JCa5KycSuBA,Cuando El Destino Nos Alcance,2010,Lori Meyers,"Lori Meyers is an spanish indie pop band from Loja, Spain, formed in 1998. The members are Antonio López, Julián Méndez, Alejandro Méndez and Alfredo Núñez. 

First their style was asociated to the noise pop of Los Planetas (Granada is near Loja) but later the 60s revival influences with rich vocal harmonies related them with other granadian band: Los Ángeles.

They have produced two EPs, La Caza and Ya Lo Sabes, and three LPs, ""Viaje De Estudios"", ""Hostal Pimodan"" and ""Cronolánea"".

More information on www.lorimeyers.net <a href=""https://www.last.fm/music/Lori+Meyers"">Read more on Last.fm</a>",4108753,120209
Phantogram,indie (Origen: indie),Canción,When I'm Small,2010,3y1EzRl5UEQxxd1f6Bv2aN,26ANkY7nHVPBsnJ7Do5A0c,Eyelid Movies,2010,Phantogram,"Phantogram are a trip-hop/psych-pop duo which formed in 2007 in Saratoga Springs, New York, USA. The band consists of Sarah Barthel (vocals, keyboards) and Joshua Carter (guitar, vocals). Their music can be described as a culmination of unique street beat rhythms, psychedelic melodies and organic textures. The band practices and writes music in an out-of-town farm called Harmony Lodge. The group name was inspired by the optical illusion called phantogram. <a href=""https://www.last.fm/music/Phantogram"">Read more on Last.fm</a>",44795888,1827013
Gorillaz,indie (Origen: indie),Canción,Empire Ants (feat. Little Dragon),2010,3a6PN6BRB8PP3ms48s7kU1,2dIGnmEIy1WZIcZCFSj6i8,Plastic Beach,2010,Gorillaz,"Gorillaz is a British virtual band created in 1998 by musician Damon Albarn and artist Jamie Hewlett. The band currently consists of four animated members: Murdoc Niccals (bass guitar) who formed the band, 2-D (lead vocals, keyboards), Noodle (guitar, vocals) and Russel Hobbs (drums and percussion). Their fictional universe is explored through animated music videos, interviews and animated shorts. In reality, Albarn is the only permanent musical contributor and often collaborates with other musicians. <a href=""https://www.last.fm/music/Gorillaz"">Read more on Last.fm</a>",481693192,6645925
Two Door Cinema Club,indie (Origen: indie),Canción,Something Good Can Work,2010,67SrO8B3O8iUq0AmEh0VzJ,6n8oS6u5qw6xWGT754V1M6,Tourist History,2010,Two Door Cinema Club,"Two Door Cinema Club is a Bangor and Donaghadee, Northern Ireland, UK, electropop / alternative band, formed 2007, consisting of Alex Trimble (vocals, guitar), Kevin Baird (bass, vocals), Sam Halliday (guitar, vocals) and, live only, Benjamin Thompson (drums) and Jacob Berry (keyboard, vocals).  The band has released four albums: ""Tourist History"" (2010), ""Beacon"" (2012), ""Gameshow"" (2016), and ""False Alarm"" (2019).

The band's name resulted from Halliday's mispronunciation of the local cinema's name, Tudor Cinema. <a href=""https://www.last.fm/music/Two+Door+Cinema+Club"">Read more on Last.fm</a>",125679398,3053850
Supersubmarina,indie (Origen: indie),Canción,Ana,2010,03WR6VvEY3EIJklavG72LY,3LYJiRx2vxocmtxikxcnKN,Electroviral,2010,Supersubmarina,"Supersubmarina is a Spanish indie pop-rock band from Baeza (Jaen). <a href=""https://www.last.fm/music/Supersubmarina"">Read more on Last.fm</a>",3002776,70892
Two Door Cinema Club,indie (Origen: indie),Canción,What You Know,2010,4JHg4nNYUJQ5HULcCmI18R,6n8oS6u5qw6xWGT754V1M6,Tourist History,2010,Two Door Cinema Club,"Two Door Cinema Club is a Bangor and Donaghadee, Northern Ireland, UK, electropop / alternative band, formed 2007, consisting of Alex Trimble (vocals, guitar), Kevin Baird (bass, vocals), Sam Halliday (guitar, vocals) and, live only, Benjamin Thompson (drums) and Jacob Berry (keyboard, vocals).  The band has released four albums: ""Tourist History"" (2010), ""Beacon"" (2012), ""Gameshow"" (2016), and ""False Alarm"" (2019).

The band's name resulted from Halliday's mispronunciation of the local cinema's name, Tudor Cinema. <a href=""https://www.last.fm/music/Two+Door+Cinema+Club"">Read more on Last.fm</a>",125679398,3053850
Supersubmarina,indie (Origen: indie),Canción,Niebla,2010,4Qkh07f6VAwhYPGBa37cXa,3LYJiRx2vxocmtxikxcnKN,Electroviral,2010,Supersubmarina,"Supersubmarina is a Spanish indie pop-rock band from Baeza (Jaen). <a href=""https://www.last.fm/music/Supersubmarina"">Read more on Last.fm</a>",3002776,70892
IZAL,indie (Origen: indie),Canción,Eco,2010,4Bk5Q65UbeAShxoQmddBYR,6i0Twqpwao7f4jasg9FQVU,Teletransporte,2010,IZAL,"In 2010, with more than 10 years of experience behind them, five musicians came together to form IZAL. A band made up of Mikel Izal (vocals, composer, guitar, ukulele), Emanuel Pérez “Gato” (bass), Alejandro Jordá (drums and percussion), Alberto Pérez (guitar, Lap Steel) and Iván Mella (piano, keyboards, synthesizers ). Coming from different geographical locations, Madrid became their ""base"" of operations, which is why the name ""Madrid band"" has been highly honored since its inception, despite not being originally from the capital. <a href=""https://www.last.fm/music/Izal"">Read more on Last.fm</a>",2988386,64869
Beach House,indie (Origen: indie),Canción,Silver Soul,2010,56eSclzdXaWU5jOJ7DX7Vp,7ejB3MHdDNcY3GzRsQRAHs,Teen Dream,2010,Beach House,"Beach House is an American dream pop band that formed in 2004 in Baltimore, Maryland, United States. The group consists of Victoria Legrand  (vocals, organ), who is the niece of French composer Michel Legrand, Alex Scally, and as of 2022,  James Barone (drums, percussion, bass guitar). Since their formation, the group has released eight studio albums: Beach House (2006), Devotion (2008), Teen Dream (2010), Bloom (2012), Depression Cherry (2015), Thank Your Lucky Stars (2015), 7 (2018), and Once Twice Melody (2022). <a href=""https://www.last.fm/music/Beach+House"">Read more on Last.fm</a>",232498217,3380008
Supersubmarina,indie (Origen: indie),Canción,Chas! Y Aparezco A Tu Lado,2010,6T1071kNui4EUABJp4Dciq,3LYJiRx2vxocmtxikxcnKN,Electroviral,2010,Supersubmarina,"Supersubmarina is a Spanish indie pop-rock band from Baeza (Jaen). <a href=""https://www.last.fm/music/Supersubmarina"">Read more on Last.fm</a>",3002776,70892
Lori Meyers,indie (Origen: indie),Canción,Mi Realidad,2010,0m0HaxmlOkzi0Yby75t2o7,1Wi1sETJXV9JCa5KycSuBA,Cuando El Destino Nos Alcance,2010,Lori Meyers,"Lori Meyers is an spanish indie pop band from Loja, Spain, formed in 1998. The members are Antonio López, Julián Méndez, Alejandro Méndez and Alfredo Núñez. 

First their style was asociated to the noise pop of Los Planetas (Granada is near Loja) but later the 60s revival influences with rich vocal harmonies related them with other granadian band: Los Ángeles.

They have produced two EPs, La Caza and Ya Lo Sabes, and three LPs, ""Viaje De Estudios"", ""Hostal Pimodan"" and ""Cronolánea"".

More information on www.lorimeyers.net <a href=""https://www.last.fm/music/Lori+Meyers"">Read more on Last.fm</a>",4108753,120209
Dr. Dog,indie (Origen: indie),Canción,Where'd All the Time Go?,2010,0UV5zxRMz6AO4ZwUOZNIKI,16XswZ18xhMs8qUTN51mRl,"Shame, Shame (Deluxe Edition)",2010,Dr. Dog,"Dr. Dog is a indie rock group from Philadelphia, Pennsylvania which formed in 1999. The current lineup consists of Scott ""Taxi"" McMicken (vocals, guitar), Toby ""Tables"" Leaman (vocals, bass),  Zach ""Text"" Miller (keyboards, guitar), Frank ""Thanks"" McElroy (guitar) and Eric ""Teach"" Slick (drums).

""There's a little folk, blues, indie rock, soul, bluegrass--and a whole lot of down-home harmonizing. It conjures images of old friends sitting on a porch swapping instruments and just letting the tape recorder run."" - Doug Wallen <a href=""https://www.last.fm/music/Dr.+Dog"">Read more on Last.fm</a>",36007287,1730254
Supersubmarina,indie (Origen: indie),Canción,LN Granada,2010,0eTNLIPzgURsXMdgX4cdpJ,3LYJiRx2vxocmtxikxcnKN,Electroviral,2010,Supersubmarina,"Supersubmarina is a Spanish indie pop-rock band from Baeza (Jaen). <a href=""https://www.last.fm/music/Supersubmarina"">Read more on Last.fm</a>",3002776,70892
Supersubmarina,indie (Origen: indie),Canción,Supersubmarina,2010,7ixB1UqUrV87IvACFJayXy,3LYJiRx2vxocmtxikxcnKN,Electroviral,2010,Supersubmarina,"Supersubmarina is a Spanish indie pop-rock band from Baeza (Jaen). <a href=""https://www.last.fm/music/Supersubmarina"">Read more on Last.fm</a>",3002776,70892
Roar,indie (Origen: indie),Canción,Christmas Kids,2010,7KV7xwHTJbzbwGQEHLIzR8,0YjOnBY0FRufcmNBTzWTgX,I Can't Handle Change,2010,Roar,"There are currently four artists using the name Roar:
(1) An American art pop musician
(2) A Croatian punk band
(3) A Persian-German funk rock band
(4) A Canadian pop band

1.) Roar is the art pop project of singer and multi-instrumentalist Owen Evans from Phoenix, Arizona, United States. Evans started the group in 2010 following the dissolution of his former band Asleep in the Sea. Although he is often the sole performer in his recordings, he is supported live by a large roster of musicians, including members of Andrew Jackson Jihad. <a href=""https://www.last.fm/music/Roar"">Read more on Last.fm</a>",37619662,1455072
Crystal Castles,indie (Origen: indie),Canción,Celestica,2010,325ZSqJnyHg6SNUQQZamVb,3VsZ5nZGgyH30IDaCP4GeQ,Crystal Castles (II),2010,Crystal Castles,"Crystal Castles was an experimental /  electronic band which formed in 2003 in Toronto, Ontario, Canada and last consisted of Ethan Kath and vocalist Edith Frances. Alice Glass served as the lead vocalist for the group since its foundation until 2014.

They are named after the lyrics ""The fate of the world is safe in Crystal Castles"" and ""Crystal Castles, the source of all power"" both from the theme song for She-Ra's fortress. They are known for their melancholic lo-fi sound and their explosive live shows. <a href=""https://www.last.fm/music/Crystal+Castles"">Read more on Last.fm</a>",229794915,3063174
LCD Soundsystem,indie (Origen: indie),Canción,Home,2010,5gmv3BgePSYiHnPJgY7oTJ,4hnqM0JK4CM1phwfq1Ldyz,This Is Happening,2010,LCD Soundsystem,"
LCD Soundsystem is the musical project of producer James Murphy, co-founder of dance-punk label DFA Records. Formed in 2001 in New York City, New York, United States, the music of LCD Soundsystem can also be described as a mix of alternative dance and post punk, along with elements of disco and other styles. 

During the band's final years, Murphy was accompanied by Al Doyle (guitar, percussion -- also of Hot Chip), Tyler Pope (!!! / Out Hud) (bass), Nancy Whang (keyboards) and Pat Mahoney (drums). <a href=""https://www.last.fm/music/LCD+Soundsystem"">Read more on Last.fm</a>",92596489,2384715
Crystal Castles,indie (Origen: indie),Canción,Baptism,2010,4GJTbB9FNkGkvf6dxl22qW,3VsZ5nZGgyH30IDaCP4GeQ,Crystal Castles (II),2010,Crystal Castles,"Crystal Castles was an experimental /  electronic band which formed in 2003 in Toronto, Ontario, Canada and last consisted of Ethan Kath and vocalist Edith Frances. Alice Glass served as the lead vocalist for the group since its foundation until 2014.

They are named after the lyrics ""The fate of the world is safe in Crystal Castles"" and ""Crystal Castles, the source of all power"" both from the theme song for She-Ra's fortress. They are known for their melancholic lo-fi sound and their explosive live shows. <a href=""https://www.last.fm/music/Crystal+Castles"">Read more on Last.fm</a>",229794915,3063174
Tame Impala,indie (Origen: indie),Canción,Why Won't You Make Up Your Mind?,2010,4SgcE7RxpK3ydWrjoAQH1K,1DNSmmRLfv97Yjq7MTFWng,InnerSpeaker,2010,Tame Impala,"Tame Impala is the psychedelic music project of Australian multi-instrumentalist Kevin Parker, blending rock, pop, and electronic sounds with lush production and introspective lyrics. Their discography includes Innerspeaker (2010), Lonerism (2012), Currents (2015), The Slow Rush (2020), and Deadbeat (2025). As a touring act, Tame Impala consists of Parker (guitar, vocals), Dominic Simper (guitar, synthesiser), Jay Watson (synthesiser, vocals, guitar), Cam Avery (bass guitar, vocals), and Julien Barbagallo (drums, vocals). <a href=""https://www.last.fm/music/Tame+Impala"">Read more on Last.fm</a>",375060383,4043897
Arcade Fire,indie (Origen: indie),Canción,The Suburbs,2010,2UWdUez9MB9yzL7Y81Mcip,3DrgM5X3yX1JP1liNLAOHI,The Suburbs,2010,Arcade Fire,"Arcade Fire is a Canadian indie rock band formed in Montreal, Quebec, Canada in 2001. The band consists of Win Butler (vocals, guitar, piano), Régine Chassagne (vocals, accordion, keyboards, hurdy gurdy, drums), Richard Reed Parry (bass, guitar), Tim Kingsbury (bass), and Jeremy Gara (drums). Montreal percussionist Dane Mills performed on the EP and in early live shows.  Will Butler (keyboards, guitar) left the band in 2022 to focus on his solo career. The touring band includes horn players and violinists. <a href=""https://www.last.fm/music/Arcade+Fire"">Read more on Last.fm</a>",222504374,3062715
Miami Horror,indie (Origen: indie),Canción,Sometimes,2010,0kLrrh7Z1gySNTunBH790J,37oEeZfUpmbYlJnORF36Zk,Illumination,2010,Miami Horror,"Miami Horror are an Australian indie-electronic band from Melbourne, Australia (with the name referring to producer, Benjamin Plant, and to the four-piece live incarnation). Beginning in  2007 under the moniker Miami Horror, Plant started with a series of remixes. The debut release came in 2008 with a five-track EP, Bravado, on Virgin Records. The live show has Plant augmented by Josh Moriarty (Peacocks, ex-Young & Restless) (guitars), DJ/producer Aaron Shanahan (drums), and Daniel Whitechurch (bass, keyboards, and guitars). <a href=""https://www.last.fm/music/Miami+Horror"">Read more on Last.fm</a>",14007913,778377
Tame Impala,indie (Origen: indie),Canción,Solitude Is Bliss,2010,2a2MbiJN2skOxohykOVcss,1DNSmmRLfv97Yjq7MTFWng,InnerSpeaker,2010,Tame Impala,"Tame Impala is the psychedelic music project of Australian multi-instrumentalist Kevin Parker, blending rock, pop, and electronic sounds with lush production and introspective lyrics. Their discography includes Innerspeaker (2010), Lonerism (2012), Currents (2015), The Slow Rush (2020), and Deadbeat (2025). As a touring act, Tame Impala consists of Parker (guitar, vocals), Dominic Simper (guitar, synthesiser), Jay Watson (synthesiser, vocals, guitar), Cam Avery (bass guitar, vocals), and Julien Barbagallo (drums, vocals). <a href=""https://www.last.fm/music/Tame+Impala"">Read more on Last.fm</a>",375060383,4043897
LCD Soundsystem,indie (Origen: indie),Canción,I Can Change,2010,2073QOEC8rBtSyTsRyaWiP,4hnqM0JK4CM1phwfq1Ldyz,This Is Happening,2010,LCD Soundsystem,"
LCD Soundsystem is the musical project of producer James Murphy, co-founder of dance-punk label DFA Records. Formed in 2001 in New York City, New York, United States, the music of LCD Soundsystem can also be described as a mix of alternative dance and post punk, along with elements of disco and other styles. 

During the band's final years, Murphy was accompanied by Al Doyle (guitar, percussion -- also of Hot Chip), Tyler Pope (!!! / Out Hud) (bass), Nancy Whang (keyboards) and Pat Mahoney (drums). <a href=""https://www.last.fm/music/LCD+Soundsystem"">Read more on Last.fm</a>",92596489,2384715
Foals,indie (Origen: indie),Canción,Spanish Sahara,2010,3SJWVMRwk5z4Uaff7kGs0d,670h50t8E3LwP2bGqxGi6E,Total Life Forever,2010,Foals,"Foals are a rock band which formed in Oxford, England in 2005.  The band consists of Yannis Philippakis (vocals, guitar), Jimmy Smith (guitar), Walter Gervers (bass) and Jack Bevan (drums). The band has released seven albums: ""Antidotes"" (2008), ""Total Life Forever"" (2010), ""Holy Fire"" (2013), ""What Went Down"" (2015), ""Everything Not Saved Will Be Lost, Pt. 1"" (2019) , ""Everything Not Saved Will Be Lost, Pt. 2"" (2019), and ""Life is Yours"" (2022). In January 2018, it was announced that Walter Gervers (bass) was leaving the band. <a href=""https://www.last.fm/music/Foals"">Read more on Last.fm</a>",109646621,2102301
Whirr,indie (Origen: indie),Canción,Leave,2010,6lRJqlbbsSAyoN67hVsF8A,1pb833uCDQF7R9BBJ5Qg1j,Distressor,2010,Whirr,"Whirr is an American shoegaze band from San Francisco, California, United States. They formed in 2010, originally as Whirl. The name was created by the original drummer, Sergio Miranda, in the midst of recording the band's first demos as a nameless project. It was a homage to all the bands of ""the Scene That Celebrates Itself” (Lush, Ride, Moose, Medicine, Lilys, etc.). They had to legally change the name after a woman performing acoustic covers of Black Sabbath songs trademarked ""Whirl"" and threatened a lawsuit. <a href=""https://www.last.fm/music/Whirr"">Read more on Last.fm</a>",31364420,679299
Kings of Leon,indie (Origen: indie),Canción,The End,2010,1T76pppCs1bFBcVpRCWzxS,5xFZ4iElFbUFtOGX4lvdTM,Come Around Sundown (Expanded Edition),2010,Kings of Leon,"Kings of Leon is an American rock band formed in Nashville, Tennessee, in 1999. The band is composed of brothers Caleb, Nathan and Jared Followill, and their cousin Matthew Followill. The band's early music was a blend of Southern rock and garage rock with blues influences, but it has evolved throughout the years to include a variety of genres and a more alternative, arena rock sound. Kings of Leon achieved initial success in the United Kingdom with nine Top 40 singles <a href=""https://www.last.fm/music/Kings+of+Leon"">Read more on Last.fm</a>",261590857,5025585
MGMT,indie (Origen: indie),Canción,Congratulations,2010,6kblAEj0T0312fv5QWsXzo,3HA1Ru1gEAgaxTywkJmBOL,Congratulations,2010,MGMT,"MGMT is an American alternative band which formed in 2002 in Middletown, Connecticut, United States. The band's founding members, Andrew VanWyngarden (lead vocalist, primary songwriter, multi-instrumentalist) and Ben Goldwasser (backing vocalist, multi-instrumentalist), met while attending Wesleyan University, and have remained as the core of the group to this day.

They intially named their project The Management, under which they recorded two demo EPs (which ended up being unofficially leaked online in 2005 as Climbing to New Lows) <a href=""https://www.last.fm/music/MGMT"">Read more on Last.fm</a>",212725870,5119735
Crystal Castles,indie (Origen: indie),Canción,Empathy,2010,3nr48k3PusaqNAmWaGcdfv,3VsZ5nZGgyH30IDaCP4GeQ,Crystal Castles (II),2010,Crystal Castles,"Crystal Castles was an experimental /  electronic band which formed in 2003 in Toronto, Ontario, Canada and last consisted of Ethan Kath and vocalist Edith Frances. Alice Glass served as the lead vocalist for the group since its foundation until 2014.

They are named after the lyrics ""The fate of the world is safe in Crystal Castles"" and ""Crystal Castles, the source of all power"" both from the theme song for She-Ra's fortress. They are known for their melancholic lo-fi sound and their explosive live shows. <a href=""https://www.last.fm/music/Crystal+Castles"">Read more on Last.fm</a>",229794915,3063174
Gorillaz,indie (Origen: indie),Canción,Broken,2010,3THFKx88trZuOFlssVLJ5G,2dIGnmEIy1WZIcZCFSj6i8,Plastic Beach,2010,Gorillaz,"Gorillaz is a British virtual band created in 1998 by musician Damon Albarn and artist Jamie Hewlett. The band currently consists of four animated members: Murdoc Niccals (bass guitar) who formed the band, 2-D (lead vocals, keyboards), Noodle (guitar, vocals) and Russel Hobbs (drums and percussion). Their fictional universe is explored through animated music videos, interviews and animated shorts. In reality, Albarn is the only permanent musical contributor and often collaborates with other musicians. <a href=""https://www.last.fm/music/Gorillaz"">Read more on Last.fm</a>",481693192,6645925
Caribou,indie (Origen: indie),Canción,Odessa,2010,3iwH1DfB0Yq2uKhCv7SMxp,1lL2AaLIWqdM0UArMxAPkp,Swim,2010,Caribou,"There is more than one artist with this name, including: 
1) Caribou is Canadian Dan Snaith (b. 1978); 
2) Caribou was a French band active in the 1970s; 
3) Caribou is a New Zealand band from Dunedin/Ōtepoti.  

1) Caribou is Canadian Dan Snaith (born Daniel Victor Snaith on 29 March 1978), who formerly recorded under the moniker Manitoba. Known for altering his sound with each subsequent release, he incorporates electronic psychedelia, krautrock rhythms, and breakbeat drums and creates a swirling, lush, musical panorama. <a href=""https://www.last.fm/music/Caribou"">Read more on Last.fm</a>",47062758,1370889
IZAL,indie (Origen: indie),Canción,Teletransporte,2010,1yEi7Cjf4nNhkEEKDkFcre,6i0Twqpwao7f4jasg9FQVU,Teletransporte,2010,IZAL,"In 2010, with more than 10 years of experience behind them, five musicians came together to form IZAL. A band made up of Mikel Izal (vocals, composer, guitar, ukulele), Emanuel Pérez “Gato” (bass), Alejandro Jordá (drums and percussion), Alberto Pérez (guitar, Lap Steel) and Iván Mella (piano, keyboards, synthesizers ). Coming from different geographical locations, Madrid became their ""base"" of operations, which is why the name ""Madrid band"" has been highly honored since its inception, despite not being originally from the capital. <a href=""https://www.last.fm/music/Izal"">Read more on Last.fm</a>",2988386,64869
A Flock Of Seagulls,indie (Origen: indie),Canción,I Ran (So Far Away) - Single Edit,2010,173PnvZh4grHTf31DPXDbJ,0pvhletDH7CphbKErUtPCF,80s 100 Hits,2010,Various Artists,"A Flock of Seagulls are a synthpop group formed in 1979 in Liverpool, England by brothers Mike Score (keyboards, vocals) and Ali Score (drums), joining with Frank Maudsley (bass) and Paul Reynolds (guitar), that gained popularity and subsequently infamy in the early days of MTV with the videos for their songs ""I Ran (So Far Away)"" (sometimes known just as ""I Ran"") and ""Space Age Love Song"" , the latter in which showcased lead singer Mike Score's distinct haircut. <a href=""https://www.last.fm/music/A+Flock+of+Seagulls"">Read more on Last.fm</a>",12717011,1206876
Cocoon,indie (Origen: indie),Canción,Comets,2010,5DmFPew56isHZYQOQHsl7b,1ryMHtVGS1hRJrjNiRHyca,Where The Oceans End,2010,Cocoon,"There are at least six bands called Cocoon:

1. Cocoon is a two-piece French band formed in 2006 by Mark Daumail (born 1984, composition, lead vocals, acoustic guitar, ukelele, banjo, beatbox, etc.) and Morgane Imbeaud (born 1987, vocal harmonies, keyboards, arrangements).

""I wanted it to be a male-female duet. A duo like the White Stripes are in rock — we wanted to be the equivalent in folk music,"" Daumail says. Their songs are entirely sung in English. <a href=""https://www.last.fm/music/Cocoon"">Read more on Last.fm</a>",5320300,292607
Two Door Cinema Club,indie (Origen: indie),Canción,Cigarettes in the Theatre,2010,7iGAkO3j525uGPyrd93VX0,6n8oS6u5qw6xWGT754V1M6,Tourist History,2010,Two Door Cinema Club,"Two Door Cinema Club is a Bangor and Donaghadee, Northern Ireland, UK, electropop / alternative band, formed 2007, consisting of Alex Trimble (vocals, guitar), Kevin Baird (bass, vocals), Sam Halliday (guitar, vocals) and, live only, Benjamin Thompson (drums) and Jacob Berry (keyboard, vocals).  The band has released four albums: ""Tourist History"" (2010), ""Beacon"" (2012), ""Gameshow"" (2016), and ""False Alarm"" (2019).

The band's name resulted from Halliday's mispronunciation of the local cinema's name, Tudor Cinema. <a href=""https://www.last.fm/music/Two+Door+Cinema+Club"">Read more on Last.fm</a>",125679398,3053850
