Artista,Género musical,Tipo,Nombre,Año de lanzamiento,ID_Spotify,ID_Album,Nombre_Album,Año_Lanzamiento_Album,Artista_Principal_Album,Biografia_Resumen,Playcount_LastFM,Listeners_LastFM
Divino,Reggaeton (Origen: regueton),Canción,Si Tu Supieras,2010,1YcaD9NoIWO8Fy3LvlEaAu,1VHQXZe5R5jNGFKKJm0jbH,Por Experiencias Propias,2010,Divino,"Divino Biography Conveying heartfelt emotion through richly textured songs has always been a priority for Puerto Rican reggaetón sensation Daniel Divino Velazquez, whose confessional lyrics and impressive vocal range have made him rise to superstar status throughout the Caribbean and Central America. 

With the release of Todo A Su Tiempo: Platinum Edition, the pioneering artist will doubtless conquer U.S. audiences and establish himself as one of the most versatile performers in the genre.  <a href=""https://www.last.fm/music/Divino"">Read more on Last.fm</a>",298437,58038
Willy Dj,Reggaeton (Origen: regueton),Canción,Fuck Regueton,2010,6gRwsNtqkVghX8dNQUxYvq,3UoIpbbxLYE9oZ1IOGXI6K,100% Newstyle - C.H.R Records & Newstyle Corps,2010,Various Artists," <a href=""https://www.last.fm/music/Willy+Dj"">Read more on Last.fm</a>",405,139
"Tito ""El Bambino""",Reggaeton (Origen: regueton),Canción,Mia,2010,5hJAJDw5ujQAAEn49YfDop,5nFM7HjmcxHy3YdOAp3WG8,Hits,2010,"Tito ""El Bambino""","Efraín David Fines Nevares (born October 5, 1981), known professionally as Tito ""El Bambino"", is a Puerto Rican recording artist. He rose to fame as Tito of the duo Héctor & Tito.
In 2010 his song, ""El Amor"", written with Joan Ortiz Espada, was awarded Latin Song of the Year by the American Society of Composers, Authors and Publishers (ASCAP). He was awarded Songwriter of the Year at the 2011 ASCAP.

Musical Career

As Héctor & Tito

Tito and his partner released a number of hit songs in their native Puerto Rico <a href=""https://www.last.fm/music/Tito+%22El+Bambino%22"">Read more on Last.fm</a>",2898634,249045
Baby Lores,Reggaeton (Origen: regueton),Canción,Ahuu,2010,5r1ZN8cpKNJc2WDuNesRNh,0Y6BSQvOw6zz6fJmrf1j5h,Etapa Baby Lores & El Chacal,2010,Baby Lores," <a href=""https://www.last.fm/music/Baby+Lores"">Read more on Last.fm</a>",48148,10169
Daddy Yankee,Reggaeton (Origen: regueton),Canción,Descontrol,2010,2XL9JWIdGO7woF4zgRoxV8,5PP28s72Cap8w9J131AGOQ,Mundial,2010,Daddy Yankee,"Ramón ""Raymond"" Luis Ayala Rodríguez (born February 3, 1977), known artistically as Daddy Yankee, is a Latin Grammy Award winning Puerto Rican reggaeton recording artist. Ayala was born in Río Piedras, the largest district of San Juan, Puerto Rico, where he became interested in music at a young age. In his youth he was interested in baseball, and aspired to become a Major League Baseball player. He was unable to continue this sport when he got shot in the leg by being mistaken for his friend by a unknown man <a href=""https://www.last.fm/music/Daddy+Yankee"">Read more on Last.fm</a>",47614159,2104425
Eloy,Reggaeton (Origen: regueton),Canción,Rompe Consola,2010,36PEd9VsnfaRIBnHO6FFXZ,15SWdCksZvLQciZrc3zJ3F,Eloy Is Back,2010,Eloy,"Eloy is a progressive rock band from Germany, whose musical style includes symphonic and space rock, the latter being more prevalent on earlier albums. The band took their name from the Eloi, a futuristic race of people in the H.G. Wells novel The Time Machine.

Founded in 1969 by guitarist Frank Bornemann, the band has endured several line-up changes, with Bornemann being the only consistent member. In the 1980s, after a series of major splits in the group (which disbanded in 1984 and reformed in 1988) <a href=""https://www.last.fm/music/Eloy"">Read more on Last.fm</a>",5174173,340248
LosDelGas,Reggaeton (Origen: regueton),Canción,No Es Regueton,2010,5kNcGP9aPDtbTDzIVoCXaS,6naWcoWeI0RxbaxF21LgtL,Repoker De Gases,2010,LosDelGas," <a href=""https://www.last.fm/music/Losdelgas"">Read more on Last.fm</a>",3672,524
Willy Dj,Reggaeton (Origen: regueton),Canción,Fuck Regueton,2010,6kG6zU7DGtR2ARYFqc7Bmj,4hL7axfQZrebt13McYBC9c,Hard Sound From Spain,2010,Willy Dj," <a href=""https://www.last.fm/music/Willy+Dj"">Read more on Last.fm</a>",405,139
Wisin & Yandel,Reggaeton (Origen: regueton),Canción,Irresistible,2010,7vbJxaesKU7qupKbPAnoJr,7rwRXW0jT1BRlAY4a14O2O,La Revolucion Live Volume Two,2010,Wisin & Yandel,"Wisin & Yandel is a Puerto Rican reggaeton duo, consisting of Llandel Veguilla Malavé Salazar (Yandel) and Juan Luis Morera Luna (Wisin). They started their career in 1995 and have been together ever since, winning several awards during that time.

Their biggest hits are ""Rakata"", ""Llamé Pa' Verte (Bailando Sexy)"", ""Pam Pam"", ""Sexy Movimiento"", ""Pegao"",""Síguelo"", ""Abusadora"", and ""Gracias a Tí"". Wisin & Yandel have collaborated with internationally known artists such as R. <a href=""https://www.last.fm/music/Wisin+&+Yandel"">Read more on Last.fm</a>",18427010,822265
Omega,Reggaeton (Origen: regueton),Canción,Si Te Vas / Que Tengo Que Hacer - Original Remix,2010,5WlWKuu1y6yAdjy0TmzY9V,3fXkCXoChBSgA2VaM2dUoW,Si Te Vas / Que Tengo Que Hacer (The Remixes),2010,Omega,"The are multiple artists called Omega:
1. A Hungarian progressive and hard rock band
2. An alias of techno musician Naoki
3. A Lithuanian pop group
4. An American rapper
5. A dubstep artist
6. A British metal band
7. A Greek black/thrash/speed metal band
8. A Dominican mambo singer
9. A Chilean rapper
10. An Italian black/avantgarde/ambient metal band
11. A Beat rock ensemble from Estonia

1. Omega is one of the most successful Hungarian rock bands. <a href=""https://www.last.fm/music/Omega"">Read more on Last.fm</a>",3572173,319903
Orquesta Pelinkere,Reggaeton (Origen: regueton),Canción,Con la Música Moriré (Reguetón),2010,5f69ZijJbecfbE0DcH1Vzd,413P1enGMF6caTl2x9zSaS,No Pierdas la Fe,2010,Orquesta Pelinkere," <a href=""https://www.last.fm/music/Orquesta+PelinKere"">Read more on Last.fm</a>",1,1
Willy Dj,Reggaeton (Origen: regueton),Canción,Hard Soun From Spain - Fuck Regueton,2010,35MMyDmRmOaQVnNdNkMQIK,41YIT8vcFtyVzl86RPNfWF,Sonido Masia - Bonus Track Session By Tony Bass,2010,Various Artists," <a href=""https://www.last.fm/music/Willy+Dj"">Read more on Last.fm</a>",405,139
Arcángel,Reggaeton (Origen: urbano latino),Canción,"Maliantes, Mujeres, Calles, Pistolas",2010,1B3wX6PKsr2faLnEKNYZg0,0Ir9pjPquUoYWVIqT2lZkx,"Los Maravillosos, Vol. 1",2010,Various Artists,"Austin Santos, conocido como Arcangel, nació en Nueva York el 23 de diciembre de 1985. Honrando su ascendencia puertorriqueño-dominicana, se trasladó a Puerto Rico en 1999 para dedicarse al reggaetón.

En 2007, Arcangel comenzó su carrera solo trabajando en un sencillo con DJ Nelson, considerado el padrino del reggaetón. La canción, “Chica Virtual”, apareció en el álbum de recopilación de Nelson “Flow La Discoteka 2” y se hizo popular en las radios urbanas. <a href=""https://www.last.fm/music/+noredirect/Arc%C3%A1ngel"">Read more on Last.fm</a>",12563652,404039
J Alvarez,Reggaeton (Origen: urbano latino),Canción,Junto al Amanecer,2010,1JNN2Q02WOIJCpbOfBWIJa,2RMP3EAGBnjyou5xMYySCu,El Movimiento: The Mixtape,2010,J Alvarez,"Javid David Alvarez Fernandez conocido en el mundo artistico como “J Alvarez”, nacio en Rio Piedras, Puerto Rico un 13 de Diciembre del 1983. Su inspiracion en la musica comenzo en el hip-hop en ingles, en grupos tales como ""A Tribe Called Quest"", “Q-Tip”, ""Busta Rhymes"", entre otros. Todavia no era ni adolecente cuando a los 12 años se atravio a coger un microfono y canto por primera vez en la escuela Luis Muñoz Marin frente a varios estudiantes y profesores. <a href=""https://www.last.fm/music/J+Alvarez"">Read more on Last.fm</a>",3260884,210328
Don Omar,Reggaeton (Origen: urbano latino),Canción,Viviendo Con El Enemigo,2010,07keZaB7dS0W7STpLq1oad,3F41BssbVvfFnh6DdDODeO,Meet The Orphans,2010,Don Omar,"William Omar Landrón (born February 10, 1978 in Puerto Rico), better known as Don Omar, is a reggaeton singer. He is one of the most well known reggaeton artists in Latin America. His cross over success in the U.S. has given him more exposure to English speaking Reggaeton fans, making him one of the more recognizable faces of Reggaeton along with Daddy Yankee and Tego Calderón. Don Omar's popularity is currently rising and he recently appeared on MTV. <a href=""https://www.last.fm/music/Don+Omar"">Read more on Last.fm</a>",31333977,1700833
Wisin & Yandel,Reggaeton (Origen: urbano latino),Canción,Tomando El Control,2010,3DGKYMDOJg0EjQrerRHiUM,4mIV2lIQfHszWU28kvYtJ1,"Los Vaqueros, El Regreso",2010,Wisin & Yandel,"Wisin & Yandel is a Puerto Rican reggaeton duo, consisting of Llandel Veguilla Malavé Salazar (Yandel) and Juan Luis Morera Luna (Wisin). They started their career in 1995 and have been together ever since, winning several awards during that time.

Their biggest hits are ""Rakata"", ""Llamé Pa' Verte (Bailando Sexy)"", ""Pam Pam"", ""Sexy Movimiento"", ""Pegao"",""Síguelo"", ""Abusadora"", and ""Gracias a Tí"". Wisin & Yandel have collaborated with internationally known artists such as R. <a href=""https://www.last.fm/music/Wisin+&+Yandel"">Read more on Last.fm</a>",18427010,822265
El Joey,Reggaeton (Origen: urbano latino),Canción,Si Tu La Ves (feat. Arcangel),2010,6ZE8vIXFdL0pylY3z1wpuF,7FQinA0C4w2YQxLuTE2Qwa,La Evolucion Musical,2010,El Joey," <a href=""https://www.last.fm/music/El+Joey"">Read more on Last.fm</a>",10376,1457
Wisin & Yandel,Reggaeton (Origen: urbano latino),Canción,Tortura,2010,4m8GP3d8ESdo60txBjcqcI,4mIV2lIQfHszWU28kvYtJ1,"Los Vaqueros, El Regreso",2010,Wisin & Yandel,"Wisin & Yandel is a Puerto Rican reggaeton duo, consisting of Llandel Veguilla Malavé Salazar (Yandel) and Juan Luis Morera Luna (Wisin). They started their career in 1995 and have been together ever since, winning several awards during that time.

Their biggest hits are ""Rakata"", ""Llamé Pa' Verte (Bailando Sexy)"", ""Pam Pam"", ""Sexy Movimiento"", ""Pegao"",""Síguelo"", ""Abusadora"", and ""Gracias a Tí"". Wisin & Yandel have collaborated with internationally known artists such as R. <a href=""https://www.last.fm/music/Wisin+&+Yandel"">Read more on Last.fm</a>",18427010,822265
Shelow Shaq,Reggaeton (Origen: urbano latino),Canción,Coche Bomba - Remix,2010,4qDr1Mhb2zW1pJDHECHzfv,7a89xF0MPKy9bQCxYRBHrZ,Lo Hace Fácil,2010,Shelow Shaq," <a href=""https://www.last.fm/music/Shelow+Shaq"">Read more on Last.fm</a>",258472,38614
Wisin & Yandel,Reggaeton (Origen: urbano latino),Canción,Tumbao,2010,7sllZB4zUMybDitfKwMuAV,4mIV2lIQfHszWU28kvYtJ1,"Los Vaqueros, El Regreso",2010,Wisin & Yandel,"Wisin & Yandel is a Puerto Rican reggaeton duo, consisting of Llandel Veguilla Malavé Salazar (Yandel) and Juan Luis Morera Luna (Wisin). They started their career in 1995 and have been together ever since, winning several awards during that time.

Their biggest hits are ""Rakata"", ""Llamé Pa' Verte (Bailando Sexy)"", ""Pam Pam"", ""Sexy Movimiento"", ""Pegao"",""Síguelo"", ""Abusadora"", and ""Gracias a Tí"". Wisin & Yandel have collaborated with internationally known artists such as R. <a href=""https://www.last.fm/music/Wisin+&+Yandel"">Read more on Last.fm</a>",18427010,822265
Wisin & Yandel,Reggaeton (Origen: urbano latino),Canción,Fever,2010,5LgvrIHUVbD0UdfinJ1z7U,4mIV2lIQfHszWU28kvYtJ1,"Los Vaqueros, El Regreso",2010,Wisin & Yandel,"Wisin & Yandel is a Puerto Rican reggaeton duo, consisting of Llandel Veguilla Malavé Salazar (Yandel) and Juan Luis Morera Luna (Wisin). They started their career in 1995 and have been together ever since, winning several awards during that time.

Their biggest hits are ""Rakata"", ""Llamé Pa' Verte (Bailando Sexy)"", ""Pam Pam"", ""Sexy Movimiento"", ""Pegao"",""Síguelo"", ""Abusadora"", and ""Gracias a Tí"". Wisin & Yandel have collaborated with internationally known artists such as R. <a href=""https://www.last.fm/music/Wisin+&+Yandel"">Read more on Last.fm</a>",18427010,822265
Daddy Yankee,Reggaeton (Origen: urbano latino),Canción,Viejas Andadas,2010,0JsFVrtUObwoNswP5h4ZA3,1KvWjARMNg4QmqyLLb0zp1,Mundial (Deluxe Version),2010,Daddy Yankee,"Ramón ""Raymond"" Luis Ayala Rodríguez (born February 3, 1977), known artistically as Daddy Yankee, is a Latin Grammy Award winning Puerto Rican reggaeton recording artist. Ayala was born in Río Piedras, the largest district of San Juan, Puerto Rico, where he became interested in music at a young age. In his youth he was interested in baseball, and aspired to become a Major League Baseball player. He was unable to continue this sport when he got shot in the leg by being mistaken for his friend by a unknown man <a href=""https://www.last.fm/music/Daddy+Yankee"">Read more on Last.fm</a>",47614159,2104425
Wisin & Yandel,Reggaeton (Origen: urbano latino),Canción,Intro Los Vaqueros,2010,6gGmhLa7A6fNQ563ajQE4E,4mIV2lIQfHszWU28kvYtJ1,"Los Vaqueros, El Regreso",2010,Wisin & Yandel,"Wisin & Yandel is a Puerto Rican reggaeton duo, consisting of Llandel Veguilla Malavé Salazar (Yandel) and Juan Luis Morera Luna (Wisin). They started their career in 1995 and have been together ever since, winning several awards during that time.

Their biggest hits are ""Rakata"", ""Llamé Pa' Verte (Bailando Sexy)"", ""Pam Pam"", ""Sexy Movimiento"", ""Pegao"",""Síguelo"", ""Abusadora"", and ""Gracias a Tí"". Wisin & Yandel have collaborated with internationally known artists such as R. <a href=""https://www.last.fm/music/Wisin+&+Yandel"">Read more on Last.fm</a>",18427010,822265
Don Omar,Reggaeton (Origen: urbano latino),Canción,Viviendo Con El Enemigo,2010,6e1GVODwIB2IYkSxKDsKzv,6mGDfbDErYIJsmSewvccWm,Meet The Orphans,2010,Don Omar,"William Omar Landrón (born February 10, 1978 in Puerto Rico), better known as Don Omar, is a reggaeton singer. He is one of the most well known reggaeton artists in Latin America. His cross over success in the U.S. has given him more exposure to English speaking Reggaeton fans, making him one of the more recognizable faces of Reggaeton along with Daddy Yankee and Tego Calderón. Don Omar's popularity is currently rising and he recently appeared on MTV. <a href=""https://www.last.fm/music/Don+Omar"">Read more on Last.fm</a>",31333977,1700833
Wisin & Yandel,Reggaeton (Origen: urbano latino),Canción,Se Viste,2010,23JpCTfUeXhDpJevEVsIhP,4mIV2lIQfHszWU28kvYtJ1,"Los Vaqueros, El Regreso",2010,Wisin & Yandel,"Wisin & Yandel is a Puerto Rican reggaeton duo, consisting of Llandel Veguilla Malavé Salazar (Yandel) and Juan Luis Morera Luna (Wisin). They started their career in 1995 and have been together ever since, winning several awards during that time.

Their biggest hits are ""Rakata"", ""Llamé Pa' Verte (Bailando Sexy)"", ""Pam Pam"", ""Sexy Movimiento"", ""Pegao"",""Síguelo"", ""Abusadora"", and ""Gracias a Tí"". Wisin & Yandel have collaborated with internationally known artists such as R. <a href=""https://www.last.fm/music/Wisin+&+Yandel"">Read more on Last.fm</a>",18427010,822265
Heróis de Brinquedo,Reggaeton (Origen: urbano latino),Canción,Rock latino,2010,7qZsFCvItgH953kWY7FmyB,1jhWyBzp5eLDNY6zYIBfPx,Sons Urbanos,2010,Heróis de Brinquedo," <a href=""https://www.last.fm/music/Her%C3%B3is+De+Brinquedo"">Read more on Last.fm</a>",483,30
J Alvarez,Reggaeton (Origen: urbano latino),Canción,En La Busqueda,2010,3K3aoqjHgAUDC3J6eh1whN,2ouuoBa8BHjrwj68lftlaZ,El Movimiento: The Mixtape,2010,J Alvarez,"Javid David Alvarez Fernandez conocido en el mundo artistico como “J Alvarez”, nacio en Rio Piedras, Puerto Rico un 13 de Diciembre del 1983. Su inspiracion en la musica comenzo en el hip-hop en ingles, en grupos tales como ""A Tribe Called Quest"", “Q-Tip”, ""Busta Rhymes"", entre otros. Todavia no era ni adolecente cuando a los 12 años se atravio a coger un microfono y canto por primera vez en la escuela Luis Muñoz Marin frente a varios estudiantes y profesores. <a href=""https://www.last.fm/music/J+Alvarez"">Read more on Last.fm</a>",3260884,210328
Wisin & Yandel,Reggaeton (Origen: urbano latino),Canción,La Reunión De Los Vaqueros,2010,3SXFLkuJS0JOMrZNGF25dx,1vA5aek9crSUW6CrOrdHj3,La Revolucion Live Volume One,2010,Wisin & Yandel,"Wisin & Yandel is a Puerto Rican reggaeton duo, consisting of Llandel Veguilla Malavé Salazar (Yandel) and Juan Luis Morera Luna (Wisin). They started their career in 1995 and have been together ever since, winning several awards during that time.

Their biggest hits are ""Rakata"", ""Llamé Pa' Verte (Bailando Sexy)"", ""Pam Pam"", ""Sexy Movimiento"", ""Pegao"",""Síguelo"", ""Abusadora"", and ""Gracias a Tí"". Wisin & Yandel have collaborated with internationally known artists such as R. <a href=""https://www.last.fm/music/Wisin+&+Yandel"">Read more on Last.fm</a>",18427010,822265
Chino & Nacho,Reggaeton (Origen: urbano latino),Canción,Dentro De Mí - Remastered 2020,2010,3GXeAPEwmL5XR0ROd2jyHA,1jvT4Qd5XX0D3VEEX9IAam,Mi Niña Bonita (Remastered 2020 / 10 Anniversary),2010,Chino & Nacho,"Chino & Nacho is a Venezuelan pop duo, consisting of Jesús Alberto Miranda Perez (Chino - born November 15, 1984) and Miguel Ignacio Mendoza (Nacho - born August 22, 1983). In 2010, the group won the Latin Grammy Award under the category of Best Urban Music Album for their album, Mi Niña Bonita.

Before making a duo, Chino and Nacho were both part of a boy band Calle Ciega. That was where they started their musical career, and released five albums, and had their hit single, Mi Cachorrita. <a href=""https://www.last.fm/music/Chino+&+Nacho"">Read more on Last.fm</a>",2346642,233003
Arcángel,Reggaeton (Origen: urbano latino),Canción,Si Te Veo,2010,1bygb6OBuPpPgYOujEkdtj,2LMo7FDyGyObmktZd37fYj,"Arca Special Edition, Vol. 1",2010,Arcángel,"Austin Santos, conocido como Arcangel, nació en Nueva York el 23 de diciembre de 1985. Honrando su ascendencia puertorriqueño-dominicana, se trasladó a Puerto Rico en 1999 para dedicarse al reggaetón.

En 2007, Arcangel comenzó su carrera solo trabajando en un sencillo con DJ Nelson, considerado el padrino del reggaetón. La canción, “Chica Virtual”, apareció en el álbum de recopilación de Nelson “Flow La Discoteka 2” y se hizo popular en las radios urbanas. <a href=""https://www.last.fm/music/+noredirect/Arc%C3%A1ngel"">Read more on Last.fm</a>",12563652,404039
Wisin & Yandel,Reggaeton (Origen: urbano latino),Canción,Vamos A Pasarla Bien,2010,7bWDmIEoOv5oT6ikej1LkZ,7rwRXW0jT1BRlAY4a14O2O,La Revolucion Live Volume Two,2010,Wisin & Yandel,"Wisin & Yandel is a Puerto Rican reggaeton duo, consisting of Llandel Veguilla Malavé Salazar (Yandel) and Juan Luis Morera Luna (Wisin). They started their career in 1995 and have been together ever since, winning several awards during that time.

Their biggest hits are ""Rakata"", ""Llamé Pa' Verte (Bailando Sexy)"", ""Pam Pam"", ""Sexy Movimiento"", ""Pegao"",""Síguelo"", ""Abusadora"", and ""Gracias a Tí"". Wisin & Yandel have collaborated with internationally known artists such as R. <a href=""https://www.last.fm/music/Wisin+&+Yandel"">Read more on Last.fm</a>",18427010,822265
Arcángel,Reggaeton (Origen: urbano latino),Canción,Me Enloquece Bailando,2010,6rBZ0dPQ4oD7nJ1HdulBjw,0Ir9pjPquUoYWVIqT2lZkx,"Los Maravillosos, Vol. 1",2010,Various Artists,"Austin Santos, conocido como Arcangel, nació en Nueva York el 23 de diciembre de 1985. Honrando su ascendencia puertorriqueño-dominicana, se trasladó a Puerto Rico en 1999 para dedicarse al reggaetón.

En 2007, Arcangel comenzó su carrera solo trabajando en un sencillo con DJ Nelson, considerado el padrino del reggaetón. La canción, “Chica Virtual”, apareció en el álbum de recopilación de Nelson “Flow La Discoteka 2” y se hizo popular en las radios urbanas. <a href=""https://www.last.fm/music/+noredirect/Arc%C3%A1ngel"">Read more on Last.fm</a>",12563652,404039
J Alvarez,Reggaeton (Origen: urbano latino),Canción,Vivir Sin Ti,2010,5zg5HJqGiG20ueZfQVCw9m,2ouuoBa8BHjrwj68lftlaZ,El Movimiento: The Mixtape,2010,J Alvarez,"Javid David Alvarez Fernandez conocido en el mundo artistico como “J Alvarez”, nacio en Rio Piedras, Puerto Rico un 13 de Diciembre del 1983. Su inspiracion en la musica comenzo en el hip-hop en ingles, en grupos tales como ""A Tribe Called Quest"", “Q-Tip”, ""Busta Rhymes"", entre otros. Todavia no era ni adolecente cuando a los 12 años se atravio a coger un microfono y canto por primera vez en la escuela Luis Muñoz Marin frente a varios estudiantes y profesores. <a href=""https://www.last.fm/music/J+Alvarez"">Read more on Last.fm</a>",3260884,210328
Vakero,Reggaeton (Origen: urbano latino),Canción,Ponte a Trabajar,2010,3hzycV1A30Ux7DAG8N83Rn,2BqszHlYLuU1X8HbvTY0O5,Ponte a Trabajar,2010,Vakero,"http://www.myspace.com/vakerospm23

Manuel Varet Martes Mejor conocido como VAKERO, Sus inicios en el ámbito musical datan del año 1995, cuando incursiona en el grupo One Play con quien forma un dúo con Wilkin La Tormenta con quien trabajo musicalmente hasta el año 1997 y pasa a formar parte del grupo bien conocido en el genero urbano como PERFECTO CLAN ( LA RAP SONORA) grupo que en sus inicios lo forma EL PITUFO (ex integrante del GRUPO UNIDO) <a href=""https://www.last.fm/music/Vakero"">Read more on Last.fm</a>",106714,16598
Ivy Queen,Reggaeton (Origen: urbano latino),Canción,Acercate,2010,4cQKjzRHcf5ufrXLjrrklJ,5STaYfYmc3Z5bfYAUkZS0e,Drama Queen (Deluxe Edition),2010,Ivy Queen,"Ivy Queen (born Martha Ivelisse Pesante on March 4, 1972 in Añasco, Puerto Rico) is a composer and singer known as ""La Diva"", ""La Gata"", ""La Caballota"", and ""La Reina del Reggaeton"", ""The Queen of Reggaeton"". Ivy's third album ""Diva"", was released in 2003. The songs were originally written by her and performed with the participation of various artists.

At a young age Ivy's parents moved to New York where she was raised. When she was in her teens, her parents returned to their hometown, Añasco. <a href=""https://www.last.fm/music/Ivy+Queen"">Read more on Last.fm</a>",2440846,293171
Wisin & Yandel,Reggaeton (Origen: urbano latino),Canción,Zun Zun Rompiendo Caderas,2010,1kgd7gQeEARCz0DxdDOIOy,5IceRNHbzLqosWnF8QGtHT,Zun Zun Rompiendo Caderas,2010,Wisin & Yandel,"Wisin & Yandel is a Puerto Rican reggaeton duo, consisting of Llandel Veguilla Malavé Salazar (Yandel) and Juan Luis Morera Luna (Wisin). They started their career in 1995 and have been together ever since, winning several awards during that time.

Their biggest hits are ""Rakata"", ""Llamé Pa' Verte (Bailando Sexy)"", ""Pam Pam"", ""Sexy Movimiento"", ""Pegao"",""Síguelo"", ""Abusadora"", and ""Gracias a Tí"". Wisin & Yandel have collaborated with internationally known artists such as R. <a href=""https://www.last.fm/music/Wisin+&+Yandel"">Read more on Last.fm</a>",18427010,822265
Wisin & Yandel,Reggaeton (Origen: urbano latino),Canción,Reverse Cowgirl,2010,3rDpPa1pV9vdhylWr1ASWK,7rwRXW0jT1BRlAY4a14O2O,La Revolucion Live Volume Two,2010,Wisin & Yandel,"Wisin & Yandel is a Puerto Rican reggaeton duo, consisting of Llandel Veguilla Malavé Salazar (Yandel) and Juan Luis Morera Luna (Wisin). They started their career in 1995 and have been together ever since, winning several awards during that time.

Their biggest hits are ""Rakata"", ""Llamé Pa' Verte (Bailando Sexy)"", ""Pam Pam"", ""Sexy Movimiento"", ""Pegao"",""Síguelo"", ""Abusadora"", and ""Gracias a Tí"". Wisin & Yandel have collaborated with internationally known artists such as R. <a href=""https://www.last.fm/music/Wisin+&+Yandel"">Read more on Last.fm</a>",18427010,822265
Wisin & Yandel,Reggaeton (Origen: urbano latino),Canción,Tumbao,2010,7rGrchjeGMJ1gAqn0A4Nf2,1vA5aek9crSUW6CrOrdHj3,La Revolucion Live Volume One,2010,Wisin & Yandel,"Wisin & Yandel is a Puerto Rican reggaeton duo, consisting of Llandel Veguilla Malavé Salazar (Yandel) and Juan Luis Morera Luna (Wisin). They started their career in 1995 and have been together ever since, winning several awards during that time.

Their biggest hits are ""Rakata"", ""Llamé Pa' Verte (Bailando Sexy)"", ""Pam Pam"", ""Sexy Movimiento"", ""Pegao"",""Síguelo"", ""Abusadora"", and ""Gracias a Tí"". Wisin & Yandel have collaborated with internationally known artists such as R. <a href=""https://www.last.fm/music/Wisin+&+Yandel"">Read more on Last.fm</a>",18427010,822265
Los Latinos,Reggaeton (Origen: urbano latino),Canción,Mundo Oculto,2010,05PEFavPv5dQJtdEihworQ,5kOMMv6f8qdpZwSeHEZIX4,Interdimensional,2010,Los Latinos," <a href=""https://www.last.fm/music/Los+Latinos"">Read more on Last.fm</a>",64600,16530
Arcángel,Reggaeton (Origen: urbano latino),Canción,Se Va,2010,3EQGhnyFhsNKOit7zUDYUq,6pUSFwkVAxwCgoRzLlqRbQ,La Maravilla,2010,Various Artists,"Austin Santos, conocido como Arcangel, nació en Nueva York el 23 de diciembre de 1985. Honrando su ascendencia puertorriqueño-dominicana, se trasladó a Puerto Rico en 1999 para dedicarse al reggaetón.

En 2007, Arcangel comenzó su carrera solo trabajando en un sencillo con DJ Nelson, considerado el padrino del reggaetón. La canción, “Chica Virtual”, apareció en el álbum de recopilación de Nelson “Flow La Discoteka 2” y se hizo popular en las radios urbanas. <a href=""https://www.last.fm/music/+noredirect/Arc%C3%A1ngel"">Read more on Last.fm</a>",12563652,404039
Wisin & Yandel,Reggaeton (Origen: urbano latino),Canción,Perreame,2010,09Bbzwqg8PnvyZn3DFA73j,78dvAMnh1D4Q1uytQVj7np,"Los Vaqueros, El Regreso",2010,Wisin & Yandel,"Wisin & Yandel is a Puerto Rican reggaeton duo, consisting of Llandel Veguilla Malavé Salazar (Yandel) and Juan Luis Morera Luna (Wisin). They started their career in 1995 and have been together ever since, winning several awards during that time.

Their biggest hits are ""Rakata"", ""Llamé Pa' Verte (Bailando Sexy)"", ""Pam Pam"", ""Sexy Movimiento"", ""Pegao"",""Síguelo"", ""Abusadora"", and ""Gracias a Tí"". Wisin & Yandel have collaborated with internationally known artists such as R. <a href=""https://www.last.fm/music/Wisin+&+Yandel"">Read more on Last.fm</a>",18427010,822265
Don Miguelo,Reggaeton (Origen: urbano latino),Canción,7 Locas - Original Dembow Version,2010,73eAxTlTnWkgiWJRxIRoLM,2DQro1SeYSE5C7vpXCXL4k,I Love Urbano 2011 (Dembow - Mambo - Reggaeton - Merengue Urbano),2010,Various Artists,"Don Miguelo is a Dominican rapper in the Reggaeton genre. He became famous with his smash hit ""La Cola De Motora"" and ""Ay Que Tu Quiere"". He has recently traveled to the United States in hopes that his new album will be an even better seller than before

Don Miguelo is a new singer in the Dominican Republic and he is from San Francisco De Macoris. Despite his lack of experience, he has already enjoyed some measure of success with his first hit song <a href=""https://www.last.fm/music/Don+Miguelo"">Read more on Last.fm</a>",981399,123917
Wisin & Yandel,Reggaeton (Origen: urbano latino),Canción,"Pam Pam - Live At Coliseo Jose Miguel Agrelot, Puerto Rico/2010",2010,7iVcCcgS3SlfPvOgyg9ANf,1vA5aek9crSUW6CrOrdHj3,La Revolucion Live Volume One,2010,Wisin & Yandel,"Wisin & Yandel is a Puerto Rican reggaeton duo, consisting of Llandel Veguilla Malavé Salazar (Yandel) and Juan Luis Morera Luna (Wisin). They started their career in 1995 and have been together ever since, winning several awards during that time.

Their biggest hits are ""Rakata"", ""Llamé Pa' Verte (Bailando Sexy)"", ""Pam Pam"", ""Sexy Movimiento"", ""Pegao"",""Síguelo"", ""Abusadora"", and ""Gracias a Tí"". Wisin & Yandel have collaborated with internationally known artists such as R. <a href=""https://www.last.fm/music/Wisin+&+Yandel"">Read more on Last.fm</a>",18427010,822265
