Artista,Género musical,Tipo,Nombre,Año de lanzamiento,ID_Spotify,ID_Album,Popularidad,Nombre_Album,Año_Lanzamiento_Album,Artista_Principal_Album,Biografia_Resumen,Playcount_LastFM,Listeners_LastFM
Inaya Day,funk (Origen: deep funk),Canción,Til the Morning Comes - Funkellers Deep Tribal Mix,2010,4KRwHfEyF7HEUe4o53jcwD,1zfy9nLTht9e1zxyJtockZ,0,Til the Morning Comes (The Remixes),2010,Inaya Day,"Inaya Day (born Inaya Davis, January 17, 1977, New York) is an American singer. Inaya Day began singing in church as a young child, where she got her first experience in performing. She attended the prestigious High School of Music and the Performing Arts, and went on to study musical theater at the University of Bridgeport in Bridgeport, Connecticut. Day has also appeared on Broadway, notably as understudy to Stephanie Mills as ""Dorothy"" in The Wiz, and stepped into the lead role in Washington, D.C. and St. Louis, Missouri. <a href=""https://www.last.fm/music/Inaya+Day"">Read more on Last.fm</a>",255089,55192
Inaya Day,funk (Origen: deep funk),Canción,Til the Morning Comes - Funkellers Deep Tribal Mix,2010,0ME4YO2oF8voA20CYPsBJV,29jbqerFF73CGPc0dEq3Cg,0,Til the Morning Comes,2010,Inaya Day,"Inaya Day (born Inaya Davis, January 17, 1977, New York) is an American singer. Inaya Day began singing in church as a young child, where she got her first experience in performing. She attended the prestigious High School of Music and the Performing Arts, and went on to study musical theater at the University of Bridgeport in Bridgeport, Connecticut. Day has also appeared on Broadway, notably as understudy to Stephanie Mills as ""Dorothy"" in The Wiz, and stepped into the lead role in Washington, D.C. and St. Louis, Missouri. <a href=""https://www.last.fm/music/Inaya+Day"">Read more on Last.fm</a>",255089,55192
Deep Fried Green Tomatos,funk (Origen: deep funk),Canción,Srcamble eggs - Vocal Mix,2010,1uhvGRFSdrBXneoFtyOcUz,4pLflwCp6SHXvd8LD1wQdb,0,Funky Junction - Dee Jays From Around The World,2010,Various Artists," <a href=""https://www.last.fm/music/Deep+Fried+green+Tomatos"">Read more on Last.fm</a>",13,9
Stex,funk (Origen: deep funk),Canción,Funky Whoop (Original Mix),2010,0VS6gPMqU1Y55da6MWsvmB,6BxCgQ1OTJAT9onSeukXZN,1,Beep Boop - Deep Jazz,2010,Stex,"There are multiple artist under the name ""Stex"":

Early dance 90s act produced by Darren Allison and Steven Spacek.
They recorded the album ""Spiritual Dance"" and some singles like ""Still Feel The Rain"" or Boys Are Vain"".
Ukrainian pop artist from early 2000s (real name - Ярослав Стаховский). Known for getting featured in a TV-show ""SHIT-парад"" on MTV, with a video to the song ""Bla-Bla-Bla"". <a href=""https://www.last.fm/music/Stex"">Read more on Last.fm</a>",7236,1711
Funk Amp,funk (Origen: deep funk),Canción,Lay Deep,2010,2UKU8TeVKUIFCfNORTl8Vg,3tCCAVS96TahYqAdckL2Uk,0,Deep Freeze,2010,Funk Amp," <a href=""https://www.last.fm/music/Funk+Amp"">Read more on Last.fm</a>",177,60
Funk Amp,funk (Origen: deep funk),Canción,Lay Deep,2010,1gPKUMtn0gL7aPv485hgxD,1DSl9xeG2WuLeZglVzC5ok,0,"50 House Files (House Compilation, Vocal House, Electro, Funk, Soulful, Breakbeats)",2010,Various Artists," <a href=""https://www.last.fm/music/Funk+Amp"">Read more on Last.fm</a>",177,60
Funk Amp,funk (Origen: deep funk),Canción,Jay Jack - Special Combo Mix,2010,57lan4beoxHZtetaWSbQJ8,3tCCAVS96TahYqAdckL2Uk,0,Deep Freeze,2010,Funk Amp," <a href=""https://www.last.fm/music/Funk+Amp"">Read more on Last.fm</a>",177,60
Walter Fargi vs. Manuel Deep,funk (Origen: deep funk),Canción,The Funk (Robert Fulton Bass Attack),2010,3zX9y64S7y0hiqyA6xLRtO,52fP1IzV80kgmgwJwzDpUk,0,Electro House Vol. 6,2010,Various Artists," <a href=""https://www.last.fm/music/+noredirect/Walter+Fargi+vs.+Manuel+Deep"">Read more on Last.fm</a>",39,18
Gecko Turner,funk (Origen: funky),Canción,Holly Hollywood,2010,7eiHdX9Np3bB7Es1HYTLNT,4dMX2d1qK9NJyQeJSSpj5F,30,Gone Down South,2010,Gecko Turner,"Gecko Turner (Fernando Echave) was born and raised in the San Roque district of Badajoz, Spain, a town about halfway between Madrid and Lisbon, Portugal. As a teenager, he fell in love with The Beatles, Bob Dylan, and The Rolling Stones. The Stones led him back to Elmore James, Leadbelly, Muddy Waters, Jimmy Reed and other blues greats. He picked up his guitar in his teens and eventually formed a cover band that played an eclectic mix of American and British pop. <a href=""https://www.last.fm/music/Gecko+Turner"">Read more on Last.fm</a>",330446,63568
Guitar Shorty,funk (Origen: funky),Canción,Neverland,2010,3h5g7VM3ZMFKbiRiApnXqS,1kHtLbImqm3hD4Oceh7tjG,33,Bare Knuckle,2010,Guitar Shorty,"There are two artists with the name 'Guitar Shorty': 
1) Guitar Shorty was American blues guitarist, singer and songwriter David William Kearney  (born on 8 September 1934 ; died 20 April 2022) who was known for his explosive guitar style and wild stage antics. 
2) Guitar Shorty was American acoustic blues guitarist John Henry Fortescue (born on 24 January 1923; died 26 May 1976). 

I. Guitar Shorty (born David William Kearney on  8 September 1934 ; died 20 April 2022), was an American blues guitarist. <a href=""https://www.last.fm/music/Guitar+Shorty"">Read more on Last.fm</a>",318863,43761
Saint Jude,funk (Origen: funky),Canción,Soul On Fire,2010,4Qq0xEgR45Lf7iGpv6t0vD,5doTWaDPG8coY3SR6SQQc3,32,Diary of a Soul Fiend,2010,Saint Jude,"There are multiple artists using this name:

1. A female fronted rock band from England found in 2005, see also Saint Jude UK. Their music is a mix of Rock, blues and soul. They say being inspired by artist and bands as: Aretha Franklin, Janis Joplin and Led Zeppelin.

2. Hardcore/Punk/Crust band from Providence, RI

3. Saint Jude is an alias of South London producer and songwriter Jude Woodhead. Jude's self titled EP was released in 2019 on Slow Dance records, containing a blend of rolling ambient pop music and off-kilter indie tunes. <a href=""https://www.last.fm/music/Saint+Jude"">Read more on Last.fm</a>",627394,89069
La Renken,funk (Origen: funky),Canción,Funky Feeling,2010,2mhMY2joxFDoxpFj4TMdPU,5wjPKfWdn2zZIUeXa91uM5,15,Reggae Instrumental Original,2010,La Renken," <a href=""https://www.last.fm/music/La+Renken"">Read more on Last.fm</a>",5499,867
Nateki,funk (Origen: funk),Canción,Funk de Beleza - Slowed,2024,43jExF2HeZ6cJIGrWF0ie4,4s7LxMlh6RxgdMhldfMe8u,77,Funk de Beleza,2024,Nateki," <a href=""https://www.last.fm/music/Nateki"">Read more on Last.fm</a>",1475444,155762
Nateki,funk (Origen: funk),Canción,Funk de Beleza - Super Slowed,2024,40xQwnD5f7OrNu94C8JSFv,2FYUTwO1qThogYrfAuPBw6,50,Funk de Beleza (Remixes),2024,Scythermane," <a href=""https://www.last.fm/music/Nateki"">Read more on Last.fm</a>",1475444,155762
SXID,funk (Origen: funk),Canción,Funk of Galáctico - Super Slowed,2024,3DDvItp05D2BREdeunnaB2,0cpfgDzjHZuYfiBc7jPsn6,61,Funk of Galáctico,2024,SXID," <a href=""https://www.last.fm/music/SXID"">Read more on Last.fm</a>",2281143,183976
DYGO,funk (Origen: funk),Canción,FUNK INFERNAL,2024,56BZSVROHDzuiYM8C2Zv3y,3Iw0jAPzwgmuqSIWQa9i8W,74,FUNK INFERNAL,2024,DYGO," <a href=""https://www.last.fm/music/Dygo"">Read more on Last.fm</a>",1149060,103605
h6itam,funk (Origen: funk),Canción,FUNK OSCURO - Super Slowed,2024,4Ha6W6v9DSTecYYtovtvg7,4hBpayDWGOGsgnwFY8qm3G,66,FUNK OSCURO,2024,h6itam," <a href=""https://www.last.fm/music/h6itam"">Read more on Last.fm</a>",1419150,94140
xxanteria,funk (Origen: funk),Canción,FUNKED UP - SLOWED,2024,4VL5XwfATZuAVTW471Wpro,4FRxgE6LA2UGJ5yz8diaI9,72,FUNKED UP,2024,xxanteria," <a href=""https://www.last.fm/music/XXANTERIA"">Read more on Last.fm</a>",5760878,382259
Irokz,funk (Origen: funk),Canción,FUNK UNIVERSO - Slowed,2024,1M1BRaWQvtw9Fxyqzy4vP2,1kmsUHDC0n611meNgzRkuw,67,FUNK UNIVERSO,2024,Irokz," <a href=""https://www.last.fm/music/Irokz"">Read more on Last.fm</a>",1418030,89671
Astora,funk (Origen: funk),Canción,FUNK ESTRANHO - SUPER SLOWED,2024,6zNJ6JW1Ov5qERrsC3mfeu,74uo4Lv0VMyxdOjlf40y1T,60,FUNK ESTRANHO (SUPER SLOWED),2024,Astora,"Astora hails from the small state of Maryland, and is composed of four 20-something boys. 

Originally Astora was The Duals, consisting of only Kevin Sullivan and Josh Cook, two long time friends. Josh took care of the guitar and bass, while Kevin lended the band his drum and vocal skills. 

During late summer/early fall The Duals acquired Brian Flora on bass, and thus became known as 'Vice'. Sadly after a few gigs, both Kevin and Brian left for college <a href=""https://www.last.fm/music/Astora"">Read more on Last.fm</a>",151397,25142
Irokz,funk (Origen: funk),Canción,FUNK UNIVERSO,2024,466x7CJlVwiFdNTLvIXwZl,1kmsUHDC0n611meNgzRkuw,73,FUNK UNIVERSO,2024,Irokz," <a href=""https://www.last.fm/music/Irokz"">Read more on Last.fm</a>",1418030,89671
$werve,funk (Origen: funk),Canción,FUNK DO BALKAN - Slowed,2024,5Nk4wgj4fmvue8sCs2kSlX,6PZBt4XZvd1ElHAHG31J1j,62,FUNK DO BALKAN,2024,$werve,"$werve (Alex) is a 16-year-old multigenre producer from London, specialising in Phonk House, Brazilfunk (/Automotivo), and Krushclub. Most known for tracks such as ""TOMA TOMA TOMA"", ""krushed!"", and ""BALADINHA SINISTRA"", $werve saw rapid success in 2021 with his debut ""CITY LIGHT$"" at just 13 years of age, and is a firm frontrunner of the phonk/funk movement. <a href=""https://www.last.fm/music/$werve"">Read more on Last.fm</a>",5480561,383711
Ariis,funk (Origen: funk),Canción,FUNK DO BOUNCE (Slowed),2024,7IBqHkoP94VrgYKVns4eNz,6Zd0Hg3HKVH7xhBPgESQy1,78,FUNK DO BOUNCE (Slowed),2024,Ariis," <a href=""https://www.last.fm/music/ariis"">Read more on Last.fm</a>",4413613,347855
SXID,funk (Origen: funk),Canción,Funk of Galáctico,2024,6fxeXlCSt4WLVlbqxgUBMB,0cpfgDzjHZuYfiBc7jPsn6,69,Funk of Galáctico,2024,SXID," <a href=""https://www.last.fm/music/SXID"">Read more on Last.fm</a>",2281143,183976
Irokz,funk (Origen: funk),Canción,FUNK UNIVERSO - Sped Up,2024,4pEPlKUxJs9OAth5ez5MB7,1kmsUHDC0n611meNgzRkuw,51,FUNK UNIVERSO,2024,Irokz," <a href=""https://www.last.fm/music/Irokz"">Read more on Last.fm</a>",1418030,89671
Nateki,funk (Origen: funk),Canción,Funk de Beleza,2024,0JVQNtkzrqGBRTK9rqySxh,4s7LxMlh6RxgdMhldfMe8u,63,Funk de Beleza,2024,Nateki," <a href=""https://www.last.fm/music/Nateki"">Read more on Last.fm</a>",1475444,155762
Astora,funk (Origen: funk),Canción,FUNK ESTRANHO - SLOWED,2024,59D9L33TSRGsUsFgOx2n7U,5GIyIjFZPA4SJFD4jTGg0E,52,FUNK ESTRANHO (SLOWED),2024,Astora,"Astora hails from the small state of Maryland, and is composed of four 20-something boys. 

Originally Astora was The Duals, consisting of only Kevin Sullivan and Josh Cook, two long time friends. Josh took care of the guitar and bass, while Kevin lended the band his drum and vocal skills. 

During late summer/early fall The Duals acquired Brian Flora on bass, and thus became known as 'Vice'. Sadly after a few gigs, both Kevin and Brian left for college <a href=""https://www.last.fm/music/Astora"">Read more on Last.fm</a>",151397,25142
DYGO,funk (Origen: funk),Canción,FUNK INFERNAL (ULTRA SLOWED),2024,3am4kuW9mpjF1P3j2uyF75,3IqPOUl4tF73MdrG3twfdH,60,FUNK INFERNAL (ULTRA SLOWED),2024,DYGO," <a href=""https://www.last.fm/music/Dygo"">Read more on Last.fm</a>",1149060,103605
Ariis,funk (Origen: funk),Canción,FUNK DO BOUNCE (Ultra Slowed),2024,6HQuX6qnT40GQWbelTTkym,3Jsv5AOCckaYeZqBTULSVj,53,FUNK DO BOUNCE (Ultra Slowed),2024,Ariis," <a href=""https://www.last.fm/music/ariis"">Read more on Last.fm</a>",4413613,347855
h6itam,funk (Origen: funk),Canción,FUNK OSCURO - Ultra Slowed,2024,3jzk1mhg5dOaQl3GzYymjz,4hBpayDWGOGsgnwFY8qm3G,54,FUNK OSCURO,2024,h6itam," <a href=""https://www.last.fm/music/h6itam"">Read more on Last.fm</a>",1419150,94140
Irokz,funk (Origen: funk),Canción,FUNK ESTRELAS,2024,6flcKSeGCUziSEqLS7Fsu1,4AgF4s8GsmeN8MEJTCjnhV,53,FUNK ESTRELAS,2024,Irokz," <a href=""https://www.last.fm/music/Irokz"">Read more on Last.fm</a>",1418030,89671
DYGO,funk (Origen: funk),Canción,FUNK INFERNAL (SLOWED),2024,0VAeFJybwdYFrLpAgm480Y,3OAxe2AlxjSfVt1zSGtWqS,65,FUNK INFERNAL (SLOWED),2024,DYGO," <a href=""https://www.last.fm/music/Dygo"">Read more on Last.fm</a>",1149060,103605
Irokz,funk (Origen: funk),Canción,FUNK UNIVERSO - Super Slowed,2024,08IpSc933CfDFYKqzpmBNI,1kmsUHDC0n611meNgzRkuw,62,FUNK UNIVERSO,2024,Irokz," <a href=""https://www.last.fm/music/Irokz"">Read more on Last.fm</a>",1418030,89671
Ariis,funk (Origen: funk),Canción,FUNK DO BOUNCE,2024,7etchTu0yJDGvk55gIQADV,3f175qIw4LVA5Gc26g4UYy,63,FUNK DO BOUNCE,2024,Ariis," <a href=""https://www.last.fm/music/ariis"">Read more on Last.fm</a>",4413613,347855
DYGO,funk (Origen: funk),Canción,FUNK INFERNAL (SUPER SLOWED),2024,5qVFC3hDLKdLYRvC2oBGo7,0RCQaTv3lXxpxuARK4VKgO,59,FUNK INFERNAL (SUPER SLOWED),2024,DYGO," <a href=""https://www.last.fm/music/Dygo"">Read more on Last.fm</a>",1149060,103605
bear bear & friends,funk (Origen: funk),Canción,VILLAGE FUNK!,2024,42u0WSyUC2Ye8Yz7sNNtfn,1pE20KC4WstLgnvFYDChr0,63,SLAVA FUNK WORLDWIDE,2024,MVSTERIOUS,"bear bear & friends is a LA-based electronic music producer <a href=""https://www.last.fm/music/bear+bear+&+friends"">Read more on Last.fm</a>",407221,43685
xxanteria,funk (Origen: funk),Canción,FUNKED UP,2024,5NtwTPKQLkAG5XC0Vj6L2l,4FRxgE6LA2UGJ5yz8diaI9,58,FUNKED UP,2024,xxanteria," <a href=""https://www.last.fm/music/XXANTERIA"">Read more on Last.fm</a>",5760878,382259
Anitta,funk (Origen: funk),Canción,Funk Rave,2024,6vH8KKSB66dcnCw00N5K0R,6z6VObudfoxrvGNC5MtiTY,58,Funk Generation,2024,Anitta,"Larissa de Macedo Machado, known professionally as Anitta, is a Brazilian singer, songwriter, dancer, businesswoman, and TV presenter. She rose to national fame with the release of her single ""Show das Poderosas"" in 2013.

After achieving commercial success with her debut single ""Meiga e Abusada"" in 2012, she signed a recording contract with Warner Music Brazil in January 2013. In July of the same year, she released her self-titled debut album which produced four successful singles and was certified platinum in Brazil. <a href=""https://www.last.fm/music/Anitta"">Read more on Last.fm</a>",145204713,1149050
h6itam,funk (Origen: funk),Canción,Funk Secreto - Ultra Slowed,2024,1XBarxRIZkpNzIqj2IlIMe,2bqWrlHmNh4M41xOr0p7iN,59,Funk Secreto (Ultra Slowed),2024,MC RP VK," <a href=""https://www.last.fm/music/h6itam"">Read more on Last.fm</a>",1419150,94140
h6itam,funk (Origen: funk),Canción,FUNK OSCURO - Slowed,2024,4s5PpK1xuF6ICuw7H2Q9ym,4hBpayDWGOGsgnwFY8qm3G,58,FUNK OSCURO,2024,h6itam," <a href=""https://www.last.fm/music/h6itam"">Read more on Last.fm</a>",1419150,94140
Rian Milo,funk (Origen: funk),Canción,Funky Daze,2024,1yMvkJ9BHWldrrqgAqlImL,5BEnLM2GRiMqUNbPEVgWYS,49,Funky Daze,2024,Rian Milo," <a href=""https://www.last.fm/music/Rian+Milo"">Read more on Last.fm</a>",60698,7990
$werve,funk (Origen: funk),Canción,FUNK DO BALKAN,2024,7AagotatgufwZWhQf2RXoW,6PZBt4XZvd1ElHAHG31J1j,59,FUNK DO BALKAN,2024,$werve,"$werve (Alex) is a 16-year-old multigenre producer from London, specialising in Phonk House, Brazilfunk (/Automotivo), and Krushclub. Most known for tracks such as ""TOMA TOMA TOMA"", ""krushed!"", and ""BALADINHA SINISTRA"", $werve saw rapid success in 2021 with his debut ""CITY LIGHT$"" at just 13 years of age, and is a firm frontrunner of the phonk/funk movement. <a href=""https://www.last.fm/music/$werve"">Read more on Last.fm</a>",5480561,383711
chipbagov,funk (Origen: funk),Canción,Tak Tak Funk - Slowed,2024,6M3I9HkUaMaqXv9fila3mG,54POCC4afJQ4eUNhofNpTf,65,Tak Tak Funk (Remixes),2024,chipbagov," <a href=""https://www.last.fm/music/chipbagov"">Read more on Last.fm</a>",1311852,118449
