Artista,Género musical,Tipo,Nombre,Año de lanzamiento,ID_Spotify,ID_Album,Popularidad,Biografia_Resumen,Playcount_LastFM,Listeners_LastFM
Camila,Latin (Origen: latin pop),Canción,Restos de Abril,2010,7nuvJjaHyyJQKiyCQ9XCPZ,0MPMiyavAbARflBlNGjIA6,45,"There are 2 artists that perform under the name ""Camila"":

1. A Mexican soft rock group.
2. An English speaking VTuber.

1. Camila is a Mexican soft rock group formed in 2005 which reached success in their home country and all over Latin America upon the release of their debut album Todo Cambió. (Not to be confused with South Korean pop group Camila, which can be found here: 카밀라)

The group includes Mario Domm (producer and composer) from Mexico City <a href=""https://www.last.fm/music/Camila"">Read more on Last.fm</a>",10374095,492411
Marc Anthony,Latin (Origen: latin pop),Canción,Ya Lo Sé Que Tú Te Vas,2010,2pbVPGYrkDwjye0Ji6p7DF,5SGUCNeCuGHbR73Iyh2F7g,38,"Marco Antonio Muñiz (born September 16, 1964), better known by his stage name Marc Anthony.
 A New Yorker born and raised, the product of a music-loving Puerto Rican family, his parents named him Marco Antonio Muñíz in honor of the great Mexican balladeer of the same name. 
Born Marco Antonio Muñiz September 16, 1964 (age 52)
New York City, New York, U.S.
Nationality American Puerto Rican
Occupation Singer songwriter actor record producer television producer <a href=""https://www.last.fm/music/Marc+Anthony"">Read more on Last.fm</a>",10489531,793027
Shakira,Latin (Origen: latin pop),Canción,Tu Boca,2010,6ja9N12lzBD1TRuQfZb18z,3gR578qnw47M30LVBTjrlW,41,"Shakira Isabel Mebarak Ripoll is a Colombian singer. Born and raised in Barranquilla, She made her recording debut with Sony Music Colombia at the age of 13. Following the commercial failure of her first two albums, Magia (1991) and Peligro (1993), she rose to prominence in Hispanic countries with her next albums, Pies Descalzos (1995) and Dónde Están los Ladrones? (1998). She entered the English-language market with her fifth album, Laundry Service (2001), which sold over 13 million copies worldwide. <a href=""https://www.last.fm/music/Shakira"">Read more on Last.fm</a>",171016061,4696412
Luis Miguel,Latin (Origen: latin pop),Canción,Decidete,2010,1Bj38BvqH19WTe5AFq3fMJ,2oHF59HQoCwm67wXS4OzPK,55,"Luis Miguel Gallego Basteri (born 19 April 1970) is a Mexican singer and icon in Latin America, often referred to as El Sol de México (The Sun of Mexico), which is the nickname his mother gave him as a child- ""mi sol"". He is widely regarded as the most successful artist in Latin American history, having successfully performed in a wide range of musical styles, including pop, ballads, boleros, tangos, jazz, big band and mariachi. Luis Miguel is also <a href=""https://www.last.fm/music/Luis+Miguel"">Read more on Last.fm</a>",35976243,829907
Ricardo Arjona,Latin (Origen: latin pop),Canción,Vida,2010,2zsy54iGXDG6d1G1hM2UNa,6ILI18PjZWhIi3yEoP3PpJ,43,"Edgar Ricardo Arjona Morales, (born 19 January 1964, Jocotenango, Guatemala), known as Ricardo Arjona (pronounced /aɾ'xona/), is a popular Guatemalan singer. He has won two Grammy Awards from three nominations: The 2007 Grammy for Best Latin Pop Album and the 2006 Latin Grammy for Best Male Pop Vocal Album, both for his album Adentro, (2005).

History

Ricardo was born in the village of Jocotenango, near Antigua, Guatemala to Ricardo Arjona Moscoso and Noemí Morales de Arjona. <a href=""https://www.last.fm/music/Ricardo+Arjona"">Read more on Last.fm</a>",9822619,392581
Luis Miguel,Latin (Origen: latin pop),Canción,Palabra De Honor,2010,4TQ90ljASOU0gnF8T3QKIb,2oHF59HQoCwm67wXS4OzPK,47,"Luis Miguel Gallego Basteri (born 19 April 1970) is a Mexican singer and icon in Latin America, often referred to as El Sol de México (The Sun of Mexico), which is the nickname his mother gave him as a child- ""mi sol"". He is widely regarded as the most successful artist in Latin American history, having successfully performed in a wide range of musical styles, including pop, ballads, boleros, tangos, jazz, big band and mariachi. Luis Miguel is also <a href=""https://www.last.fm/music/Luis+Miguel"">Read more on Last.fm</a>",35976243,829907
La Quinta Estacion,Latin (Origen: latin pop),Canción,Me Muero,2010,0BKcgDA6YWEJSMvhf19ueZ,1QOVPH6w0xGNyZF2KPIzEd,38,"La 5a Estacion is group of three Spaniards that left their native country and moved to Mexico to pursue a Musical career. Their first hit was ""Donde Iran?"" a pop rock tune featured on the Mexican Soap opera ""Clase 406."" Their first album is titled ""Primera Toma."" This first album was immediately followed by ""Flores De Alquiler"" that featured hits such as ""El Sol No Regresa,"" ""Daria,"" ""Algo Mas,"" and ""Nina."" this album also had a cover track in tribute to Hombres G titled ""Si Yo Fuera Mujer. <a href=""https://www.last.fm/music/+noredirect/La+Quinta+Estacion"">Read more on Last.fm</a>",3261197,243974
Tecupae,Latin (Origen: latin pop),Canción,Sueño Contigo,2010,3ecHlRR3rjvdOzVEyymWJX,7g7pH8sG8UFdV7hxaWJMAy,35," <a href=""https://www.last.fm/music/Tecupae"">Read more on Last.fm</a>",66849,8967
Enrique Iglesias,Latin (Origen: latin pop),Canción,No Me Digas Que No,2010,2MDi2voBc7ppcJSUtMghqW,5JNhQFH8HMKQWP4SITzdoc,38,"Enrique Miguel Iglesias Preysler (born 8 May 1975) is a Spanish singer and songwriter. He started his recording career in the mid-1990s on the Mexican label Fonovisa and became the bestselling Spanish-language act of the decade. By the turn of the millennium, he made a successful crossover into the mainstream English-language market. He signed a multi-album deal with Universal Music Group for US$68 million with Universal Music Latino to release his Spanish albums and Interscope Records to release English albums. <a href=""https://www.last.fm/music/Enrique+Iglesias"">Read more on Last.fm</a>",52170589,2616158
Dragon & Caballero,Latin (Origen: latin pop),Canción,Dime Si Volverás,2010,7bGpLA0hvOcojfVZfD9jvx,3pdBHYmb4RIIRNS4IWzI7z,45," <a href=""https://www.last.fm/music/Dragon+&+Caballero"">Read more on Last.fm</a>",120630,16457
Fanny Lu,Latin (Origen: latin pop),Canción,Mar De Amor,2010,2jIpTVw07643E6o4MNYV6g,3TqLvZ0wbslp9iEI1yrkh1,36,"Actress and musician Fanny Lú was born in Cali, Colombia, where she attended the Bolivar High School before moving to France to finish her primary education. Upon returning to Latin America, she studied at the University of the Andes, graduating with a degree in industrial engineering. While still in college, Lú maintained a television career, beginning in 1994 as a presenter on the popular show Locomotora. Her experience on the show gave her countless opportunities to work around musicians and even make forays into production work <a href=""https://www.last.fm/music/+noredirect/Fanny+Lu"">Read more on Last.fm</a>",1653818,160678
Camila,Latin (Origen: latin pop),Canción,Me Voy,2010,7iHI6K7jVyjHxRdbdM1NMr,0MPMiyavAbARflBlNGjIA6,45,"There are 2 artists that perform under the name ""Camila"":

1. A Mexican soft rock group.
2. An English speaking VTuber.

1. Camila is a Mexican soft rock group formed in 2005 which reached success in their home country and all over Latin America upon the release of their debut album Todo Cambió. (Not to be confused with South Korean pop group Camila, which can be found here: 카밀라)

The group includes Mario Domm (producer and composer) from Mexico City <a href=""https://www.last.fm/music/Camila"">Read more on Last.fm</a>",10374095,492411
Chayanne,Latin (Origen: latin pop),Canción,Me Enamoré de Ti - Bachata Version,2010,2WZuXFuwYYQ4kyOerCGsSG,1yaqYlWtlF26KGdroYtfnZ,26,"Chayanne (born June 29, 1969)is a Latin Pop singer who was born as Elmer Figueroa de Arce in San Lorenzo, Puerto Rico.

Figueroa began using the artistic name of ""Chayanne"" when he was a little kid. He auditioned for Menudo, but was told that at the time that he was too young for the group. He didn't give up and he heard that Titi Soto was trying to create a new group that would compete with Menudo, and so he went and tried out. He was chosen for the group and his meteoric rise to the top began. <a href=""https://www.last.fm/music/Chayanne"">Read more on Last.fm</a>",6955813,496973
Diego Torres,Latin (Origen: latin pop),Canción,No Alcanzan Las Flores,2010,0xsr84ZgsPPOgARZoAIHVx,3QWLsjiPkGOFLZ7GEBsNhi,43,"Diego Antonio Caccia Torres (born March 9, 1971 in Buenos Aires, Argentina) is an Argentine pop singer and composer. He launched his first album, ""Diego Torres"", produced by Cachorro López. This album was rewarded 3 times platinum.

Two years later, and a little distant from TV, he launched his second album called ""Tratar de estar mejor"" which received 5 platinum albums in Argentina and gold and platinum albums in other Latin American countries. This album launched Torres to the international scene. <a href=""https://www.last.fm/music/Diego+Torres"">Read more on Last.fm</a>",2583618,267605
Camila,Latin (Origen: latin pop),Canción,Dejarte de Amar,2010,2itL5ufxxduT1hUocBvSdJ,0MPMiyavAbARflBlNGjIA6,46,"There are 2 artists that perform under the name ""Camila"":

1. A Mexican soft rock group.
2. An English speaking VTuber.

1. Camila is a Mexican soft rock group formed in 2005 which reached success in their home country and all over Latin America upon the release of their debut album Todo Cambió. (Not to be confused with South Korean pop group Camila, which can be found here: 카밀라)

The group includes Mario Domm (producer and composer) from Mexico City <a href=""https://www.last.fm/music/Camila"">Read more on Last.fm</a>",10374095,492411
Camila,Latin (Origen: latin pop),Canción,Mientes - (Version Acústica),2010,6rFDuwKiBF1Bx4REUsplt7,7oaQZ49gr32aSpaJ0ZLM7E,17,"There are 2 artists that perform under the name ""Camila"":

1. A Mexican soft rock group.
2. An English speaking VTuber.

1. Camila is a Mexican soft rock group formed in 2005 which reached success in their home country and all over Latin America upon the release of their debut album Todo Cambió. (Not to be confused with South Korean pop group Camila, which can be found here: 카밀라)

The group includes Mario Domm (producer and composer) from Mexico City <a href=""https://www.last.fm/music/Camila"">Read more on Last.fm</a>",10374095,492411
Damián Córdoba,Latin (Origen: latin pop),Canción,Q' Tal,2010,1PDtrQFf9pseH4J58Rf8iw,6yISxI632Khpi7zWaj91sQ,59," <a href=""https://www.last.fm/music/Dami%C3%A1n+C%C3%B3rdoba"">Read more on Last.fm</a>",101160,6329
Chayanne,Latin (Origen: latin pop),Canción,Siento,2010,5BHOvdkbRanV1tIWaxKSvR,2Z1OKCVyqJ1lMHTU612E07,38,"Chayanne (born June 29, 1969)is a Latin Pop singer who was born as Elmer Figueroa de Arce in San Lorenzo, Puerto Rico.

Figueroa began using the artistic name of ""Chayanne"" when he was a little kid. He auditioned for Menudo, but was told that at the time that he was too young for the group. He didn't give up and he heard that Titi Soto was trying to create a new group that would compete with Menudo, and so he went and tried out. He was chosen for the group and his meteoric rise to the top began. <a href=""https://www.last.fm/music/Chayanne"">Read more on Last.fm</a>",6955813,496973
